,name,city,state,search_string,url,geocode,lat,lon
33,Bikes Del Pueblo,San Diego,California,"Bikes Del Pueblo, San Diego, California",https://www.bikecollectives.org/wiki/Bikes_Del_Pueblo,"(32.75539699999999, -117.107854)",32.75539699999999,-117.107854
34,The Bike Hut Foundation,San Francisco,California,"The Bike Hut Foundation, San Francisco, California",https://www.bikecollectives.org/wiki/The_Bike_Hut_Foundation,"(37.7817203, -122.3877484)",37.7817203,-122.3877484
35,The Bike Kitchen,San Francisco,California,"The Bike Kitchen, San Francisco, California",https://www.bikecollectives.org/wiki/The_Bike_Kitchen_(San_Francisco),"(37.7609808, -122.4115807)",37.7609808,-122.4115807
36,Good Karma Bikes,San Jose,California,"Good Karma Bikes, San Jose, California",https://www.bikecollectives.org/wiki/Good_Karma_Bikes,"(37.3205317, -121.9080573)",37.3205317,-121.9080573
37,Local Bike Trader,San Luis Obispo,California,"Local Bike Trader, San Luis Obispo, California",https://www.bikecollectives.org/wiki/Local_Bike_Trader,"(38.8848479, -94.7201692)",38.8848479,-94.7201692
38,SLO Bike Kitchen,San Luis Obispo,California,"SLO Bike Kitchen, San Luis Obispo, California",https://www.bikecollectives.org/wiki/SLO_Bike_Kitchen,"(35.279077, -120.6606467)",35.279077,-120.6606467
39,Trips for Kids Marin aka Re-Cyclery,"Marin, CA, USA",California,"Trips for Kids Marin aka Re-Cyclery, Marin, CA, USA, California",https://www.bikecollectives.org/wiki/Trips_for_Kids_Marin,"(37.9725078, -122.5211718)",37.9725078,-122.5211718
40,Bici Centro,Santa Barbara,California,"Bici Centro, Santa Barbara, California",https://www.bikecollectives.org/wiki/Bici_Centro,"(34.4221622, -119.6894461)",34.4221622,-119.6894461
41,The Bike Church,Santa Cruz,California,"The Bike Church, Santa Cruz, California","https://www.bikecollectives.org/wiki/The_Bike_Church_(Santa_Cruz,_CA,_USA)","(36.968546, -122.025155)",36.968546,-122.025155
42,Santa Cruz Campus Bike Center,Santa Cruz,California,"Santa Cruz Campus Bike Center, Santa Cruz, California",https://www.bikecollectives.org/wiki/Santa_Cruz_Campus_Bike_Center,"(36.95960540000001, -122.0564889)",36.95960540000001,-122.0564889
43,Santa Cruz Bicycle Exchange,"Santa Cruz, CA USA",California,"Santa Cruz Bicycle Exchange, Santa Cruz, CA USA, California","https://www.bikecollectives.org/wiki/Santa_Cruz_Bicycle_Exchange_(Santa_Cruz,_CA_USA)","(36.95960540000001, -122.0564889)",36.95960540000001,-122.0564889
44,Ventura Bike HUB,Ventura,California,"Ventura Bike HUB, Ventura, California",https://www.bikecollectives.org/wiki/Ventura_Bike_HUB,"(34.287131, -119.298799)",34.287131,-119.298799
45,Community Cycles,Boulder,Colorado,"Community Cycles, Boulder, Colorado",https://www.bikecollectives.org/wiki/Community_Cycles,"(40.0231495, -105.2611647)",40.0231495,-105.2611647
46,Derailer Bicycle Collective,Denver,Colorado,"Derailer Bicycle Collective, Denver, Colorado",https://www.bikecollectives.org/wiki/Derailer_Bicycle_Collective,"(39.7236006, -105.0016227)",39.7236006,-105.0016227
47,"Bikes Together, formerly the Bike Depot",Denver,Colorado,"Bikes Together, formerly the Bike Depot, Denver, Colorado",https://www.bikecollectives.org/wiki/Bikes_Together,"(39.7331718, -105.0047302)",39.7331718,-105.0047302
48,Recycle Bicycles,Denver,Colorado,"Recycle Bicycles, Denver, Colorado",https://www.bikecollectives.org/wiki/Recycle_Bicycles,"(39.75329199999999, -104.985465)",39.75329199999999,-104.985465
49,Fort Collins Bike Coop,Fort Collins,Colorado,"Fort Collins Bike Coop, Fort Collins, Colorado",https://www.bikecollectives.org/wiki/Fort_Collins_Bike_Coop,"(40.6075986, -105.0769582)",40.6075986,-105.0769582
50,Colorado Rocky Mountain School Bike Shop,Carbondale,Colorado,"Colorado Rocky Mountain School Bike Shop, Carbondale, Colorado",https://www.bikecollectives.org/wiki/Colorado_Rocky_Mountain_School_Bike_Shop,"(39.4080994, -107.2278493)",39.4080994,-107.2278493
51,Way of Compassion Bike Project,Carbondale,Colorado,"Way of Compassion Bike Project, Carbondale, Colorado",https://www.bikecollectives.org/wiki/Way_of_Compassion_Bike_Project,"(39.3955589, -107.2094031)",39.3955589,-107.2094031
52,Pedal Station,Colorado Springs,Colorado,"Pedal Station, Colorado Springs, Colorado",https://www.bikecollectives.org/wiki/Pedal_Station,"(38.8413806, -104.862782)",38.8413806,-104.862782
53,BiCi Co,Hartford,Connecticut,"BiCi Co, Hartford, Connecticut",https://www.bikecollectives.org/wiki/BiCi_Co,"(41.7571794, -72.67795699999999)",41.7571794,-72.67795699999999
54,Bradley Street Bicycle Co-op,New Haven,Connecticut,"Bradley Street Bicycle Co-op, New Haven, Connecticut",https://www.bikecollectives.org/wiki/Bradley_Street_Bicycle_Co-op,"(41.3117811, -72.91677539999999)",41.3117811,-72.91677539999999
55,Bike New Britain,New Britain,Connecticut,"Bike New Britain, New Britain, Connecticut",https://www.bikecollectives.org/w/index.php?title=Bike_New_Britain&action=edit&redlink=1,"(41.6675927, -72.7802399)",41.6675927,-72.7802399
56,Bike New London,New London,Connecticut,"Bike New London, New London, Connecticut",https://www.bikecollectives.org/w/index.php?title=Bike_New_London&action=edit&redlink=1,"(41.36564449999999, -72.1018304)",41.36564449999999,-72.1018304
57,Urban Bike Project of Wilmington,Wilmington,Delaware,"Urban Bike Project of Wilmington, Wilmington, Delaware",https://www.bikecollectives.org/wiki/Urban_Bike_Project_of_Wilmington,"(39.7486292, -75.5421066)",39.7486292,-75.5421066
58,Newark Bike Project,Newark,Delaware,"Newark Bike Project, Newark, Delaware",https://www.bikecollectives.org/wiki/Newark_Bike_Project,"(39.6795551, -75.7602812)",39.6795551,-75.7602812
59,The Kickstand,Gainesville,Florida,"The Kickstand, Gainesville, Florida",https://www.bikecollectives.org/wiki/The_Kickstand,"(29.6516344, -82.32482619999999)",29.6516344,-82.32482619999999
60,Tampa Bay Bicycle Co-op,Tampa,Florida,"Tampa Bay Bicycle Co-op, Tampa, Florida",https://www.bikecollectives.org/wiki/Tampa_Bay_Bicycle_Co-op,"(27.9403091, -82.4549305)",27.9403091,-82.4549305
61,Spokescouncil,Orlando,Florida,"Spokescouncil, Orlando, Florida",https://www.bikecollectives.org/wiki/Spokescouncil,"(28.5383832, -81.3789269)",28.5383832,-81.3789269
62,OutSpokin,Lake Worth,Florida,"OutSpokin, Lake Worth, Florida",https://www.bikecollectives.org/wiki/OutSpokin,"(26.6167062, -80.0554724)",26.6167062,-80.0554724
63,St. Petersburg Bike Co-op,St. Petersburg,Florida,"St. Petersburg Bike Co-op, St. Petersburg, Florida",https://www.bikecollectives.org/wiki/St._Petersburg_Bike_Co-op,"(27.7760848, -82.64190669999999)",27.7760848,-82.64190669999999
64,Suncoast Community Bikes,Sarasota,Florida,"Suncoast Community Bikes, Sarasota, Florida",https://www.bikecollectives.org/wiki/Suncoast_Community_Bikes,"(27.2650018, -82.4756567)",27.2650018,-82.4756567
65,Sopo Bike Coop,Atlanta,Georgia,"Sopo Bike Coop, Atlanta, Georgia",https://www.bikecollectives.org/wiki/Sopo_Bike_Coop,"(33.7475547, -84.35111739999999)",33.7475547,-84.35111739999999
66,Communicycle,Atlanta - Chamblee,Georgia,"Communicycle, Atlanta - Chamblee, Georgia",https://www.bikecollectives.org/wiki/Communicycle,"(33.8056606, -84.2384581)",33.8056606,-84.2384581
67,Starter Bikes,Atlanta,Georgia,"Starter Bikes, Atlanta, Georgia",https://www.bikecollectives.org/wiki/Starter_Bikes,"(33.7760671, -84.4037506)",33.7760671,-84.4037506
68,South Atlanta Bike Shop,Atlanta,Georgia,"South Atlanta Bike Shop, Atlanta, Georgia",https://www.bikecollectives.org/wiki/South_Atlanta_Bike_Shop,"(33.7187638, -84.38181639999999)",33.7187638,-84.38181639999999
69,Savannah Bike Coop,Savannah,Georgia,"Savannah Bike Coop, Savannah, Georgia",https://www.bikecollectives.org/wiki/Savannah_Bike_Coop,"(32.075183, -81.093148)",32.075183,-81.093148
70,Bike Athens Bicycle Recycling Program,Athens,Georgia,"Bike Athens Bicycle Recycling Program, Athens, Georgia",https://www.bikecollectives.org/wiki/Bike_Athens_Bicycle_Recycling_Program,"(33.9541674, -83.39022760000002)",33.9541674,-83.39022760000002
71,Boise Bicycle Project,Boise,Idaho,"Boise Bicycle Project, Boise, Idaho",https://www.bikecollectives.org/wiki/Boise_Bicycle_Project,"(43.6079981, -116.2121224)",43.6079981,-116.2121224
72,The Powerhouse,Pocatello,Idaho,"The Powerhouse, Pocatello, Idaho",https://www.bikecollectives.org/wiki/Powerhouse,"(42.861233, -112.4492545)",42.861233,-112.4492545
73,WBRP Bike Co-op,Bloomington,Illinois,"WBRP Bike Co-op, Bloomington, Illinois",https://www.bikecollectives.org/wiki/WBRP_Bike_Co-op,"(40.4792388, -89.00149329999999)",40.4792388,-89.00149329999999
74,Bikes'N'Roses,Chicago,Illinois,"Bikes'N'Roses, Chicago, Illinois",https://www.bikecollectives.org/wiki/Bikes%27N%27Roses,"(41.9207359, -87.74190399999999)",41.9207359,-87.74190399999999
75,Blackstone Bicycle Works,Chicago,Illinois,"Blackstone Bicycle Works, Chicago, Illinois",https://www.bikecollectives.org/wiki/Blackstone_Bicycle_Works,"(41.7840877, -87.59060040000001)",41.7840877,-87.59060040000001
76,ChainLinks Loyola,"Loyola University, Chicago",Illinois,"ChainLinks Loyola, Loyola University, Chicago, Illinois",https://www.bikecollectives.org/w/index.php?title=ChainLinks_Loyola&action=edit&redlink=1,"(41.998407, -87.658744)",41.998407,-87.658744
77,The Chicago Community Bike Project,Chicago,Illinois,"The Chicago Community Bike Project, Chicago, Illinois",https://www.bikecollectives.org/wiki/Chicago_Community_Bike_Project,"(41.983279, -87.6896087)",41.983279,-87.6896087
78,West Town Bikes,Chicago,Illinois,"West Town Bikes, Chicago, Illinois",https://www.bikecollectives.org/wiki/West_Town_Bikes,"(41.9028408, -87.68934089999999)",41.9028408,-87.68934089999999
79,Working Bikes,Chicago,Illinois,"Working Bikes, Chicago, Illinois",https://www.bikecollectives.org/wiki/Working_Bikes,"(41.847228, -87.685833)",41.847228,-87.685833
80,The Recyclery,Evanston/Chicago,Illinois,"The Recyclery, Evanston/Chicago, Illinois","https://www.bikecollectives.org/wiki/Recyclery_(Chicago,_IL,_USA)","(42.020288, -87.673237)",42.020288,-87.673237
81,The Bike Place,Princeton,Illinois,"The Bike Place, Princeton, Illinois",https://www.bikecollectives.org/wiki/The_Bike_Place,"(41.3693171, -89.46410499999999)",41.3693171,-89.46410499999999
82,The Bike Project of Urbana-Champaign,Urbana-Champaign,Illinois,"The Bike Project of Urbana-Champaign, Urbana-Champaign, Illinois",https://www.bikecollectives.org/wiki/Bike_Project_of_Urbana-Champaign,"(40.1113222, -88.20681669999999)",40.1113222,-88.20681669999999
83,Bloomington Community Bike Project,Bloomington,Indiana,"Bloomington Community Bike Project, Bloomington, Indiana",https://www.bikecollectives.org/wiki/Bloomington_Community_Bike_Project,"(39.1682287, -86.53701339999999)",39.1682287,-86.53701339999999
84,Columbus Bicycle Cooperative,Columbus,Indiana,"Columbus Bicycle Cooperative, Columbus, Indiana",https://www.bikecollectives.org/wiki/Columbus_Bicycle_Cooperative,"(39.2109839, -85.90722170000001)",39.2109839,-85.90722170000001
85,Freewheelin' Community Bikes,Indianapolis,Indiana,"Freewheelin' Community Bikes, Indianapolis, Indiana",https://www.bikecollectives.org/wiki/Freewheelin%27_Community_Bikes,"(39.8172626, -86.149372)",39.8172626,-86.149372
86,Pedal & Park,Indianapolis,Indiana,"Pedal & Park, Indianapolis, Indiana",https://www.bikecollectives.org/wiki/Pedal_%26_Park,"(39.76972070000001, -86.1663535)",39.76972070000001,-86.1663535
87,The Iowa City Bike Library,Iowa City,Iowa,"The Iowa City Bike Library, Iowa City, Iowa",https://www.bikecollectives.org/wiki/The_Iowa_City_Bike_Library,"(41.6467787, -91.5295321)",41.6467787,-91.5295321
88,Des Moines Bike Collective,Des Moines,Iowa,"Des Moines Bike Collective, Des Moines, Iowa",https://www.bikecollectives.org/wiki/Des_Moines_Bike_Collective,"(41.5912753, -93.6105087)",41.5912753,-93.6105087
89,NewBo Bike Collective,Cedar Rapids,Iowa,"NewBo Bike Collective, Cedar Rapids, Iowa",https://www.bikecollectives.org/wiki/NewBo_Bike_Collective,"(41.9656689, -91.66006809999999)",41.9656689,-91.66006809999999
90,Revolve Community Bike Shop,"Kansas City, MO, USA",Kansas,"Revolve Community Bike Shop, Kansas City, MO, USA, Kansas","https://www.bikecollectives.org/wiki/Revolve_Community_Bike_Shop_(Kansas_City,_MO,_USA)","(39.0267541, -94.57349359999999)",39.0267541,-94.57349359999999
91,Lawrence Unchained Bicycle Co-op,Lawrence,Kansas,"Lawrence Unchained Bicycle Co-op, Lawrence, Kansas",https://www.bikecollectives.org/wiki/Lawrence_Unchained_Bicycle_Co-op,"(38.967115, -95.2267083)",38.967115,-95.2267083
92,Topeka Community Cycle Project,Topeka,Kansas,"Topeka Community Cycle Project, Topeka, Kansas",https://www.bikecollectives.org/wiki/Topeka_Community_Cycle_Project,"(39.0667218, -95.64426019999999)",39.0667218,-95.64426019999999
93,Bike Walk Wichita,Wichita,Kansas,"Bike Walk Wichita, Wichita, Kansas",https://www.bikecollectives.org/wiki/Bike_Walk_Wichita,"(37.685119, -97.324113)",37.685119,-97.324113
94,Falls City Community BikeWorks,Louisville,Kentucky,"Falls City Community BikeWorks, Louisville, Kentucky",https://www.bikecollectives.org/wiki/Falls_City_Community_BikeWorks,"(38.2325583, -85.7396694)",38.2325583,-85.7396694
95,Brycc Freewheel Bike Collective,Louisville,Kentucky,"Brycc Freewheel Bike Collective, Louisville, Kentucky",https://www.bikecollectives.org/wiki/Brycc_Freewheel_Bike_Collective,"(38.2526647, -85.7584557)",38.2526647,-85.7584557
96,Broke Spoke Community Bike Shop,Lexington,Kentucky,"Broke Spoke Community Bike Shop, Lexington, Kentucky",https://www.bikecollectives.org/wiki/Broke_Spoke_Community_Bike_Shop,"(38.059812, -84.4922663)",38.059812,-84.4922663
97,Front Yard Bikes,Baton Rouge,Louisiana,"Front Yard Bikes, Baton Rouge, Louisiana",https://www.bikecollectives.orghttps://frontyardbikes.com,"(30.4447254, -91.1448278)",30.4447254,-91.1448278
98,Rubarb,New Orleans,Louisiana,"Rubarb, New Orleans, Louisiana",https://www.bikecollectives.org/wiki/Rubarb,"(29.9792379, -90.0377323)",29.9792379,-90.0377323
99,Community Bicycle Center,Biddeford,Maine,"Community Bicycle Center, Biddeford, Maine",https://www.bikecollectives.org/wiki/Community_Bicycle_Center,"(43.48451499999999, -70.45496460000001)",43.48451499999999,-70.45496460000001
100,Byke Collective,Baltimore,Maryland,"Byke Collective, Baltimore, Maryland",https://www.bikecollectives.org/w/index.php?title=Byke_Collective&action=edit&redlink=1,"(39.3066339, -76.6104847)",39.3066339,-76.6104847
101,Velocipede Bike Project,Baltimore,Maryland,"Velocipede Bike Project, Baltimore, Maryland",https://www.bikecollectives.org/wiki/Velocipede_Bike_Project,"(39.3142727, -76.6186487)",39.3142727,-76.6186487
102,Mount Rainier Bicycle Cooperative,Mount Rainier,Maryland,"Mount Rainier Bicycle Cooperative, Mount Rainier, Maryland",https://www.bikecollectives.org/wiki/Mount_Rainier_Bicycle_Cooperative,"(38.9388006, -76.95835699999999)",38.9388006,-76.95835699999999
103,Renaissance Community Youth Bike Shop,Riverdale,Maryland,"Renaissance Community Youth Bike Shop, Riverdale, Maryland",https://www.bikecollectives.org/wiki/Renaissance_Community_Youth_Bike_Shop,"(38.963444, -76.9316408)",38.963444,-76.9316408
104,Rockville Bike Hub,Rockville,Maryland,"Rockville Bike Hub, Rockville, Maryland",https://www.bikecollectives.org/wiki/Rockville_Bike_Hub,"(39.062538, -77.11732959999999)",39.062538,-77.11732959999999
105,CommonWheels Bicycle Co-Op,Allston,Massachusetts,"CommonWheels Bicycle Co-Op, Allston, Massachusetts",https://www.bikecollectives.org/wiki/CommonWheels_Bicycle_Co-Op,"(42.3529734, -71.1296436)",42.3529734,-71.1296436
106,Bikes not Bombs,Boston,Massachusetts,"Bikes not Bombs, Boston, Massachusetts",https://www.bikecollectives.org/wiki/Bikes_not_Bombs,"(42.3149157, -71.10407479999999)",42.3149157,-71.10407479999999
107,The Community Spoke!,Boston,Massachusetts,"The Community Spoke!, Boston, Massachusetts",https://www.bikecollectives.org/wiki/The_Community_Spoke!,"(42.3368021, -71.0550873)",42.3368021,-71.0550873
108,Broadway Bicycle School,Cambridge,Massachusetts,"Broadway Bicycle School, Cambridge, Massachusetts",https://www.bikecollectives.org/wiki/Broadway_Bicycle_School,"(42.37047219999999, -71.1035003)",42.37047219999999,-71.1035003
109,Dorchester Bike Kitchen,Dorchester,Massachusetts,"Dorchester Bike Kitchen, Dorchester, Massachusetts",https://www.bikecollectives.org/wiki/Dorchester_Bike_Kitchen,"(42.2832604, -71.06513199999999)",42.2832604,-71.06513199999999
110,Quad Bikes,Cambridge,Massachusetts,"Quad Bikes, Cambridge, Massachusetts",https://www.bikecollectives.org/wiki/Quad_Bikes,"(42.38109559999999, -71.1232697)",42.38109559999999,-71.1232697
111,Smith College Bicycle Kitchen,Northampton,Massachusetts,"Smith College Bicycle Kitchen, Northampton, Massachusetts",https://www.bikecollectives.org/wiki/Smith_College_Bicycle_Kitchen,"(42.3162992, -72.6403095)",42.3162992,-72.6403095
112,Somerville Bike Kitchen,Somerville,Massachusetts,"Somerville Bike Kitchen, Somerville, Massachusetts",https://www.bikecollectives.org/wiki/Somerville_Bike_Kitchen,"(42.3936797, -71.1185343)",42.3936797,-71.1185343
113,RadSpringfield,Springfield,Massachusetts,"RadSpringfield, Springfield, Massachusetts",https://www.bikecollectives.org/wiki/RadSpringfield,"(42.104014, -72.59281399999999)",42.104014,-72.59281399999999
114,Worcester Earn-A-Bike,Worcester,Massachusetts,"Worcester Earn-A-Bike, Worcester, Massachusetts",https://www.bikecollectives.org/wiki/Worcester_Earn-A-Bike,"(42.2556992, -71.8134575)",42.2556992,-71.8134575
115,Armory Bike Union,Jackson,Michigan,"Armory Bike Union, Jackson, Michigan",https://www.bikecollectives.org/wiki/Armory_Bike_Union,"(42.2343625, -84.4138329)",42.2343625,-84.4138329
116,Back Alley Bikes,Detroit,Michigan,"Back Alley Bikes, Detroit, Michigan",https://www.bikecollectives.org/wiki/Back_Alley_Bikes,"(42.3462985, -83.0615423)",42.3462985,-83.0615423
117,Boston Square Community Bikes,Grand Rapids,Michigan,"Boston Square Community Bikes, Grand Rapids, Michigan",https://www.bikecollectives.org/wiki/Boston_Square_Community_Bikes,"(42.94007269999999, -85.64319890000002)",42.94007269999999,-85.64319890000002
118,Broke Spoke Bike Coop,Traverse City,Michigan,"Broke Spoke Bike Coop, Traverse City, Michigan",https://www.bikecollectives.org/wiki/Broke_Spoke_Bike_Coop,"(44.7594266, -85.6058764)",44.7594266,-85.6058764
119,Cycle-Re-Cycle,Benton Harbor,Michigan,"Cycle-Re-Cycle, Benton Harbor, Michigan",https://www.bikecollectives.org/wiki/Cycle-Re-Cycle,"(42.0873163, -86.4545557)",42.0873163,-86.4545557
120,Common Cycle,Ann Arbor,Michigan,"Common Cycle, Ann Arbor, Michigan",https://www.bikecollectives.org/wiki/Common_Cycle,"(42.2818847, -83.7528636)",42.2818847,-83.7528636
121,East Quad Bike Co-op,"Ann Arbor, U of M",Michigan,"East Quad Bike Co-op, Ann Arbor, U of M, Michigan",https://www.bikecollectives.org/wiki/East_Quad_Bike_Co-op,"(42.2727345, -83.73549009999999)",42.2727345,-83.73549009999999
122,Golden Gate Bike Co-op,Detroit,Michigan,"Golden Gate Bike Co-op, Detroit, Michigan",https://www.bikecollectives.org/wiki/Golden_Gate_Bike_Co-op,"(42.331427, -83.0457538)",42.331427,-83.0457538
123,The Hub of Detroit,Detroit,Michigan,"The Hub of Detroit, Detroit, Michigan",https://www.bikecollectives.org/wiki/The_Hub_of_Detroit,"(42.3463623, -83.0613375)",42.3463623,-83.0613375
124,Lansing Bike Coop,Lansing,Michigan,"Lansing Bike Coop, Lansing, Michigan",https://www.bikecollectives.org/wiki/Lansing_Bike_Coop,"(42.7301394, -84.52526209999999)",42.7301394,-84.52526209999999
125,MSU Bikes,"E. Lansing, MSU",Michigan,"MSU Bikes, E. Lansing, MSU, Michigan",https://www.bikecollectives.org/wiki/MSU_Bikes,"(42.7280037, -84.4786197)",42.7280037,-84.4786197
126,Share a Bike,E. Lansing,Michigan,"Share a Bike, E. Lansing, Michigan",https://www.bikecollectives.org/wiki/Share_a_Bike,"(42.7280037, -84.4786197)",42.7280037,-84.4786197
127,Southwest Rides,Detroit,Michigan,"Southwest Rides, Detroit, Michigan",https://www.bikecollectives.org/wiki/Southwest_Rides,"(42.3085758, -83.1248904)",42.3085758,-83.1248904
